name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"FORSBERG, PETER",Colorado,9,131:18,1,8,4,9,14,16,19,7.14,0.46,3.66,1.83,4.11,6.40,7.31,8.68,11.1,88.9,100.0
"BOYLE, BRIAN",Los Angeles,8,85:45,4,1,1,5,15,16,18,26.67,2.80,0.70,0.70,3.50,10.50,11.20,12.59,50.0,12.5,62.5
"CROSBY, SIDNEY",Pittsburgh,53,731:23,17,23,17,40,122,159,191,13.93,1.39,1.89,1.39,3.28,10.01,13.04,15.67,38.6,52.3,90.9
"STASTNY, PAUL",Colorado,66,908:13,20,26,10,46,97,130,147,20.62,1.32,1.72,0.66,3.04,6.41,8.59,9.71,35.1,45.6,80.7
"ALFREDSSON, DANIEL",Ottawa,70,993:56,20,29,16,49,115,161,206,17.39,1.21,1.75,0.97,2.96,6.94,9.72,12.44,35.7,51.8,87.5
"MALKIN, EVGENI",Pittsburgh,82,1172:59,24,33,22,57,162,208,262,14.81,1.23,1.69,1.13,2.92,8.29,10.64,13.40,35.8,49.3,85.1
"DUMONT, J.P.",Nashville,80,1077:00,20,32,23,52,142,198,242,14.08,1.11,1.78,1.28,2.90,7.91,11.03,13.48,31.2,50.0,81.2
"THORNTON, JOE",San Jose,82,1187:22,18,39,27,57,107,140,176,16.82,0.91,1.97,1.36,2.88,5.41,7.07,8.89,28.1,60.9,89.1
"RADULOV, ALEXANDER",Nashville,81,1022:13,20,29,19,49,137,174,212,14.60,1.17,1.70,1.12,2.88,8.04,10.21,12.44,32.8,47.5,80.3
"STAFFORD, DREW",Buffalo,64,712:31,15,19,11,34,85,112,138,17.65,1.26,1.60,0.93,2.86,7.16,9.43,11.62,40.5,51.4,91.9
"OVECHKIN, ALEX",Washington,81,1302:59,34,27,21,61,286,416,575,11.89,1.57,1.24,0.97,2.81,13.17,19.16,26.48,43.6,34.6,78.2
"RIBEIRO, MIKE",Dallas,76,1012:02,17,30,20,47,81,106,135,20.99,1.01,1.78,1.19,2.79,4.80,6.28,8.00,30.9,54.5,85.5
"SPEZZA, JASON",Ottawa,76,1132:48,20,32,24,52,146,203,252,13.70,1.06,1.69,1.27,2.75,7.73,10.75,13.35,26.7,42.7,69.3
"ROY, DEREK",Buffalo,78,1047:44,20,28,16,48,143,186,234,13.99,1.15,1.60,0.92,2.75,8.19,10.65,13.40,30.8,43.1,73.8
"ZETTERBERG, HENRIK",Detroit,75,1062:13,26,22,11,48,218,295,351,11.93,1.47,1.24,0.62,2.71,12.31,16.66,19.83,42.6,36.1,78.7
"ARNOTT, JASON",Nashville,79,1050:13,14,33,15,47,161,229,273,8.70,0.80,1.89,0.86,2.69,9.20,13.08,15.60,21.5,50.8,72.3
"WILLIAMS, JUSTIN",Carolina,36,469:40,7,14,7,21,72,99,132,9.72,0.89,1.79,0.89,2.68,9.20,12.65,16.86,29.2,58.3,87.5
"POMINVILLE, JASON",Buffalo,82,1043:51,22,24,16,46,162,216,259,13.58,1.26,1.38,0.92,2.64,9.31,12.42,14.89,40.0,43.6,83.6
"IGINLA, JAROME",Calgary,82,1273:27,29,27,16,56,218,297,370,13.30,1.37,1.27,0.75,2.64,10.27,13.99,17.43,39.7,37.0,76.7
"HEATLEY, DANY",Ottawa,71,1114:56,24,25,13,49,147,193,249,16.33,1.29,1.35,0.70,2.64,7.91,10.39,13.40,32.4,33.8,66.2
"FROLOV, ALEXANDER",Los Angeles,71,993:28,17,26,20,43,114,156,198,14.91,1.03,1.57,1.21,2.60,6.88,9.42,11.96,34.0,52.0,86.0
"SUNDIN, MATS",Toronto,74,981:17,18,24,17,42,152,210,247,11.84,1.10,1.47,1.04,2.57,9.29,12.84,15.10,32.1,42.9,75.0
"HAVLAT, MARTIN",Chicago,35,444:00,7,12,7,19,60,71,81,11.67,0.95,1.62,0.95,2.57,8.11,9.59,10.95,29.2,50.0,79.2
"SVATOS, MAREK",Colorado,62,655:54,20,8,5,28,107,138,160,18.69,1.83,0.73,0.46,2.56,9.79,12.62,14.64,62.5,25.0,87.5
"CONBOY, TIM",Carolina,19,117:51,0,5,3,5,15,20,24,0.00,0.00,2.55,1.53,2.55,7.64,10.18,12.22,0.0,62.5,62.5
"DATSYUK, PAVEL",Detroit,82,1156:42,16,33,23,49,177,240,288,9.04,0.83,1.71,1.19,2.54,9.18,12.45,14.94,22.2,45.8,68.1
"GABORIK, MARIAN",Minnesota,76,1042:15,20,24,18,44,160,220,263,12.50,1.15,1.38,1.04,2.53,9.21,12.66,15.14,35.7,42.9,78.6
"FOY, MATT",Minnesota,28,197:37,4,4,3,8,34,42,50,11.76,1.21,1.21,0.91,2.43,10.32,12.75,15.18,44.4,44.4,88.9
"KOVALCHUK, ILYA",Winnipeg,79,1115:39,26,19,14,45,138,181,248,18.84,1.40,1.02,0.75,2.42,7.42,9.73,13.34,49.1,35.8,84.9
"HORCOFF, SHAWN",Edmonton,53,744:09,14,16,8,30,79,109,133,17.72,1.13,1.29,0.65,2.42,6.37,8.79,10.72,40.0,45.7,85.7
"BOYES, BRAD",St. Louis,82,1070:21,30,13,7,43,137,208,249,21.90,1.68,0.73,0.39,2.41,7.68,11.66,13.96,54.5,23.6,78.2
"NILSSON, ROBERT",Edmonton,71,777:47,7,24,15,31,83,109,137,8.43,0.54,1.85,1.16,2.39,6.40,8.41,10.57,17.9,61.5,79.5
"BRUNETTE, ANDREW",Colorado,82,985:08,11,28,17,39,89,113,140,12.36,0.67,1.71,1.04,2.38,5.42,6.88,8.53,20.4,51.9,72.2
"CROMBEEN, BJ",Dallas,8,51:09,0,2,1,2,9,9,10,0.00,0.00,2.35,1.17,2.35,10.56,10.56,11.73,0.0,50.0,50.0
"WOLSKI, WOJTEK",Colorado,77,972:59,11,27,14,38,129,160,215,8.53,0.68,1.67,0.86,2.34,7.95,9.87,13.26,23.9,58.7,82.6
"BOOTH, DAVID",Florida,73,953:30,20,17,10,37,182,241,296,10.99,1.26,1.07,0.63,2.33,11.45,15.17,18.63,42.6,36.2,78.7
"CULLEN, MATT",Carolina,59,620:13,4,20,11,24,69,94,116,5.80,0.39,1.93,1.06,2.32,6.68,9.09,11.22,12.9,64.5,77.4
"COGLIANO, ANDREW",Edmonton,82,832:41,12,20,10,32,73,93,111,16.44,0.86,1.44,0.72,2.31,5.26,6.70,8.00,29.3,48.8,78.0
