name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"ZUCKER, JASON",Minnesota,98,1162:44,24,8,7,32,187,261,305,12.83,1.24,0.41,0.36,1.65,9.65,13.47,15.74,50.0,16.7,66.7
"RECCHI, MARK",Boston,81,982:27,7,20,10,27,90,113,148,7.78,0.43,1.22,0.61,1.65,5.50,6.90,9.04,14.6,41.7,56.2
"FROLOV, ALEXANDER",NY Rangers,43,509:32,6,8,5,14,64,82,100,9.38,0.71,0.94,0.59,1.65,7.54,9.66,11.78,33.3,44.4,77.8
"HANSEN, JANNIK",Vancouver,363,4477:36,49,74,53,123,507,692,890,9.66,0.66,0.99,0.71,1.65,6.79,9.27,11.93,28.0,42.3,70.3
"KOIVU, SAKU",Anaheim,261,3422:34,32,62,24,94,247,323,444,12.96,0.56,1.09,0.42,1.65,4.33,5.66,7.78,22.9,44.3,67.1
"MORRISON, BRENDAN",Chicago,105,1238:22,9,25,14,34,105,136,176,8.57,0.44,1.21,0.68,1.65,5.09,6.59,8.53,18.8,52.1,70.8
"BELESKEY, MATT",Anaheim,267,2921:39,39,41,23,80,407,590,793,9.58,0.80,0.84,0.47,1.64,8.36,12.12,16.29,31.2,32.8,64.0
"GAGNER, SAM",Arizona,339,4748:54,40,90,50,130,528,744,952,7.58,0.51,1.14,0.63,1.64,6.67,9.40,12.03,21.3,47.9,69.1
"ZIBANEJAD, MIKA",Ottawa,200,2340:44,28,36,22,64,291,428,530,9.62,0.72,0.92,0.56,1.64,7.46,10.97,13.59,30.4,39.1,69.6
"STEWART, ANTHONY",Carolina,157,1609:58,17,27,15,44,167,225,279,10.18,0.63,1.01,0.56,1.64,6.22,8.39,10.40,26.6,42.2,68.8
"ERAT, MARTIN",Arizona,329,4355:43,29,90,49,119,347,481,642,8.36,0.40,1.24,0.68,1.64,4.78,6.63,8.84,17.5,54.2,71.7
