name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"MARNER, MITCH",Toronto,77,1044:06,15,22,13,37,124,189,233,12.10,0.86,1.26,0.75,2.13,7.13,10.86,13.39,27.3,40.0,67.3
"PACIORETTY, MAX",Montreal,316,4384:31,84,71,41,155,827,1143,1483,10.16,1.15,0.97,0.56,2.12,11.32,15.64,20.29,42.0,35.5,77.5
"MATTHEWS, AUSTON",Toronto,82,1160:07,29,12,8,41,216,296,352,13.43,1.50,0.62,0.41,2.12,11.17,15.31,18.21,60.4,25.0,85.4
"KUCHEROV, NIKITA",Tampa Bay,285,3748:29,62,70,44,132,506,709,929,12.25,0.99,1.12,0.70,2.11,8.10,11.35,14.87,32.5,36.6,69.1
"DUCHENE, MATT",Colorado,306,4379:55,63,91,55,154,583,802,999,10.81,0.86,1.25,0.75,2.11,7.99,10.99,13.69,33.3,48.1,81.5
"SANFORD, ZACH",St. Louis,19,199:20,4,3,1,7,16,26,33,25.00,1.20,0.90,0.30,2.11,4.82,7.83,9.93,44.4,33.3,77.8
"MOSER, SIMON",Nashville,6,57:04,1,1,1,2,7,9,11,14.29,1.05,1.05,1.05,2.10,7.36,9.46,11.57,50.0,50.0,100.0
"MARCHAND, BRAD",Boston,316,4314:40,69,82,55,151,616,834,1054,11.20,0.96,1.14,0.76,2.10,8.57,11.60,14.66,33.2,39.4,72.6
"HOFFMAN, MIKE",Ottawa,256,3260:45,54,60,42,114,483,656,915,11.18,0.99,1.10,0.77,2.10,8.89,12.07,16.84,33.8,37.5,71.2
"STONE, MARK",Ottawa,245,3354:06,47,70,40,117,337,481,606,13.95,0.84,1.25,0.72,2.09,6.03,8.60,10.84,29.6,44.0,73.6
"PANARIN, ARTEMI",Chicago,162,2438:26,34,51,29,85,289,401,532,11.76,0.84,1.25,0.71,2.09,7.11,9.87,13.09,29.1,43.6,72.6
"GAUDREAU, JOHNNY",Calgary,232,3328:10,43,73,47,116,373,493,635,11.53,0.78,1.32,0.85,2.09,6.72,8.89,11.45,28.3,48.0,76.3
"NASH, RICK",NY Rangers,271,3449:30,68,52,36,120,691,920,1160,9.84,1.18,0.90,0.63,2.09,12.02,16.00,20.18,40.5,31.0,71.4
"OSHIE, TJ",Washington,299,4114:48,60,83,51,143,443,635,788,13.54,0.87,1.21,0.74,2.09,6.46,9.26,11.49,29.3,40.5,69.8
"ATHANASIOU, ANDREAS",Detroit,101,1010:58,22,13,7,35,148,211,266,14.86,1.31,0.77,0.42,2.08,8.78,12.52,15.79,52.4,31.0,83.3
"SAAD, BRANDON",Columbus,320,4285:58,70,78,48,148,640,848,1073,10.94,0.98,1.09,0.67,2.07,8.96,11.87,15.02,34.3,38.2,72.5
"SCHEIFELE, MARK",Winnipeg,295,4290:53,55,93,51,148,450,630,782,12.22,0.77,1.30,0.71,2.07,6.29,8.81,10.93,25.6,43.3,68.8
"TKACHUK, MATTHEW",Calgary,76,930:01,9,23,16,32,115,152,187,7.83,0.58,1.48,1.03,2.06,7.42,9.81,12.06,20.0,51.1,71.1
"SCHMALTZ, NICK",Chicago,61,729:06,6,19,15,25,59,76,114,10.17,0.49,1.56,1.23,2.06,4.86,6.25,9.38,18.8,59.4,78.1
"HARTNELL, SCOTT",Columbus,312,3909:07,48,86,55,134,505,664,821,9.51,0.74,1.32,0.84,2.06,7.75,10.19,12.60,25.8,46.2,72.0
"ZUCCARELLO, MATS",NY Rangers,316,4497:46,54,100,66,154,486,656,852,11.11,0.72,1.33,0.88,2.05,6.48,8.75,11.37,25.8,47.8,73.7
"LEIVO, JOSH",Toronto,41,381:01,6,7,6,13,49,69,86,12.24,0.94,1.10,0.94,2.05,7.72,10.87,13.54,33.3,38.9,72.2
"CARTER, JEFF",Los Angeles,313,4044:47,53,85,53,138,677,971,1241,7.83,0.79,1.26,0.79,2.05,10.04,14.40,18.41,29.9,48.0,78.0
"SCHWARTZ, JADEN",St. Louis,266,3664:05,49,76,50,125,447,584,748,10.96,0.80,1.24,0.82,2.05,7.32,9.56,12.25,29.0,45.0,74.0
"JAGR, JAROMIR",Florida,320,4552:29,53,102,61,155,530,734,917,10.00,0.70,1.34,0.80,2.04,6.99,9.67,12.09,24.4,47.0,71.4
"FORSBERG, FILIP",Nashville,259,3444:12,61,56,35,117,526,821,1059,11.60,1.06,0.98,0.61,2.04,9.16,14.30,18.45,36.7,33.7,70.5
"HUBERDEAU, JONATHAN",Florida,255,3454:10,38,79,45,117,414,522,654,9.18,0.66,1.37,0.78,2.03,7.19,9.07,11.36,23.2,48.2,71.3
"RYCHEL, KERBY",Columbus,37,354:22,2,10,9,12,36,50,65,5.56,0.34,1.69,1.52,2.03,6.10,8.47,11.01,12.5,62.5,75.0
"KUZNETSOV, EVGENY",Washington,261,3410:37,32,83,56,115,383,531,675,8.36,0.56,1.46,0.99,2.02,6.74,9.34,11.87,19.4,50.3,69.7
"MANTHA, ANTHONY",Detroit,70,893:53,13,17,4,30,126,174,202,10.32,0.87,1.14,0.27,2.01,8.46,11.68,13.56,31.0,40.5,71.4
"PEVERLEY, RICH",Dallas,62,717:15,5,19,12,24,95,125,147,5.26,0.42,1.59,1.00,2.01,7.95,10.46,12.30,17.9,67.9,85.7
"ST._LOUIS, MARTIN",NY Rangers,155,2272:09,32,44,27,76,248,337,419,12.90,0.84,1.16,0.71,2.01,6.55,8.90,11.06,29.4,40.4,69.7
"KESSEL, PHIL",Pittsburgh,328,4727:53,74,84,51,158,742,968,1291,9.97,0.94,1.07,0.65,2.01,9.42,12.28,16.38,34.4,39.1,73.5
"BAPTISTE, NICHOLAS",Buffalo,14,119:43,3,1,0,4,14,18,18,21.43,1.50,0.50,0.00,2.00,7.02,9.02,9.02,60.0,20.0,80.0
"JOHNSON, TYLER",Tampa Bay,294,3806:31,52,75,45,127,506,692,875,10.28,0.82,1.18,0.71,2.00,7.98,10.91,13.79,27.8,40.1,67.9
"BURAKOVSKY, ANDRE",Washington,196,2281:29,32,44,18,76,266,375,541,12.03,0.84,1.16,0.47,2.00,7.00,9.86,14.23,29.1,40.0,69.1
"THORNTON, JOE",San Jose,321,4427:56,25,122,69,147,296,418,531,8.45,0.34,1.65,0.94,1.99,4.01,5.66,7.20,11.7,57.3,69.0
"SPEZZA, JASON",Dallas,300,3842:51,56,71,45,127,554,801,1058,10.11,0.87,1.11,0.70,1.98,8.65,12.51,16.52,30.9,39.2,70.2
"LITTLE, BRYAN",Winnipeg,268,3609:22,48,71,37,119,381,509,636,12.60,0.80,1.18,0.62,1.98,6.33,8.46,10.57,29.6,43.8,73.5
"TOEWS, JONATHAN",Chicago,309,4464:52,57,90,58,147,522,664,804,10.92,0.77,1.21,0.78,1.98,7.01,8.92,10.80,27.8,43.9,71.7
"STEPAN, DEREK",NY Rangers,303,4021:08,40,92,62,132,537,720,895,7.45,0.60,1.37,0.93,1.97,8.01,10.74,13.35,22.5,51.7,74.2
"MIELE, ANDY",Arizona,7,61:11,0,2,0,2,5,6,9,0.00,0.00,1.96,0.00,1.96,4.90,5.88,8.83,0.0,40.0,40.0
"HORNQVIST, PATRIC",Pittsburgh,292,3863:12,53,73,44,126,720,928,1148,7.36,0.82,1.13,0.68,1.96,11.18,14.41,17.83,26.9,37.1,64.0
"DRAISAITL, LEON",Edmonton,191,2608:13,28,57,32,85,240,327,399,11.67,0.64,1.31,0.74,1.96,5.52,7.52,9.18,24.1,49.1,73.3
"KREJCI, DAVID",Boston,281,4081:20,42,91,57,133,372,514,637,11.29,0.62,1.34,0.84,1.96,5.47,7.56,9.36,22.8,49.5,72.3
"NYQUIST, GUSTAV",Detroit,297,3776:06,51,72,47,123,488,645,836,10.45,0.81,1.14,0.75,1.95,7.75,10.25,13.28,30.5,43.1,73.7
"PERREAULT, MATHIEU",Winnipeg,267,3292:51,35,72,40,107,360,487,637,9.72,0.64,1.31,0.73,1.95,6.56,8.87,11.61,23.2,47.7,70.9
"TOFFOLI, TYLER",Los Angeles,283,3422:43,51,60,34,111,546,787,1038,9.34,0.89,1.05,0.60,1.95,9.57,13.80,18.20,31.3,36.8,68.1
"EHLERS, NIKOLAJ",Winnipeg,154,2099:58,25,43,27,68,279,410,519,8.96,0.71,1.23,0.77,1.94,7.97,11.71,14.83,24.8,42.6,67.3
"PAVELSKI, JOE",San Jose,327,4663:42,78,73,42,151,589,870,1103,13.24,1.00,0.94,0.54,1.94,7.58,11.19,14.19,36.3,34.0,70.2
"MOUILLIERAT, KAEL",Pittsburgh,7,61:47,1,1,0,2,2,4,5,50.00,0.97,0.97,0.00,1.94,1.94,3.88,4.86,50.0,50.0,100.0
"DANO, MARKO",Winnipeg,107,1176:20,15,23,11,38,168,223,271,8.93,0.77,1.17,0.56,1.94,8.57,11.37,13.82,34.1,52.3,86.4
"TANGUAY, ALEX",Arizona,166,2140:59,27,42,24,69,137,175,223,19.71,0.76,1.18,0.67,1.93,3.84,4.90,6.25,27.0,42.0,69.0
"HAYES, KEVIN",NY Rangers,234,2827:13,38,53,39,91,313,423,551,12.14,0.81,1.12,0.83,1.93,6.64,8.98,11.69,30.6,42.7,73.4
"BACKSTROM, NICKLAS",Washington,321,4548:40,49,97,54,146,450,638,788,10.89,0.65,1.28,0.71,1.93,5.94,8.42,10.39,25.9,51.3,77.2
"POMINVILLE, JASON",Minnesota,317,4183:55,54,80,47,134,623,822,1022,8.67,0.77,1.15,0.67,1.92,8.93,11.79,14.66,30.2,44.7,74.9
"BARKOV, ALEKSANDER",Florida,252,3446:56,49,61,40,110,378,482,590,12.96,0.85,1.06,0.70,1.91,6.58,8.39,10.27,31.6,39.4,71.0
"RANDELL, TYLER",Boston,27,188:02,6,0,0,6,18,20,21,33.33,1.91,0.00,0.00,1.91,5.74,6.38,6.70,66.7,0.0,66.7
"SKINNER, JEFF",Carolina,308,4206:22,78,56,43,134,776,1049,1366,10.05,1.11,0.80,0.61,1.91,11.07,14.96,19.48,44.6,32.0,76.6
"OKPOSO, KYLE",Buffalo,275,4062:40,51,78,46,129,520,719,964,9.81,0.75,1.15,0.68,1.91,7.68,10.62,14.24,29.5,45.1,74.6
"COUTURE, LOGAN",San Jose,272,3504:46,51,60,43,111,508,705,904,10.04,0.87,1.03,0.74,1.90,8.70,12.07,15.48,32.5,38.2,70.7
"WINCHESTER, JESSE",Florida,52,537:10,8,9,9,17,93,119,141,8.60,0.89,1.01,1.01,1.90,10.39,13.29,15.75,38.1,42.9,81.0
"LANDESKOG, GABRIEL",Colorado,310,4397:28,53,86,57,139,553,729,923,9.58,0.72,1.17,0.78,1.90,7.55,9.95,12.59,28.6,46.5,75.1
"VAN_RIEMSDYK, JAMES",Toronto,284,4028:25,61,66,40,127,636,838,1031,9.59,0.91,0.98,0.60,1.89,9.47,12.48,15.36,33.9,36.7,70.6
"SMITH, CRAIG",Nashville,321,4094:15,59,70,46,129,661,926,1189,8.93,0.86,1.03,0.67,1.89,9.69,13.57,17.42,29.2,34.7,63.9
"BERGERON, PATRICE",Boston,320,4223:48,64,69,39,133,745,985,1231,8.59,0.91,0.98,0.55,1.89,10.58,13.99,17.49,34.0,36.7,70.7
"ALFREDSSON, DANIEL",Detroit,68,861:37,11,16,8,27,92,125,159,11.96,0.77,1.11,0.56,1.88,6.41,8.70,11.07,34.4,50.0,84.4
"OVECHKIN, ALEX",Washington,320,4659:55,81,65,37,146,864,1238,1740,9.38,1.04,0.84,0.48,1.88,11.12,15.94,22.40,39.7,31.9,71.6
"MACARTHUR, CLARKE",Ottawa,149,1883:46,23,36,25,59,213,285,375,10.80,0.73,1.15,0.80,1.88,6.78,9.08,11.94,27.1,42.4,69.4
"KREIDER, CHRIS",NY Rangers,300,3998:14,59,66,42,125,528,738,900,11.17,0.89,0.99,0.63,1.88,7.92,11.07,13.51,30.4,34.0,64.4
"DUPUIS, PASCAL",Pittsburgh,73,992:31,13,18,14,31,148,196,245,8.78,0.79,1.09,0.85,1.87,8.95,11.85,14.81,26.5,36.7,63.3
"EBERLE, JORDAN",Edmonton,312,4517:12,63,78,47,141,542,748,966,11.62,0.84,1.04,0.62,1.87,7.20,9.94,12.83,33.2,41.1,74.2
"RAKELL, RICKARD",Anaheim,232,2926:40,47,44,26,91,383,565,709,12.27,0.96,0.90,0.53,1.87,7.85,11.58,14.54,36.7,34.4,71.1
"STEEN, ALEXANDER",St. Louis,285,3962:47,58,65,39,123,467,660,843,12.42,0.88,0.98,0.59,1.86,7.07,9.99,12.76,33.3,37.4,70.7
"RIBEIRO, MIKE",Nashville,289,4008:45,32,92,48,124,247,336,424,12.96,0.48,1.38,0.72,1.86,3.70,5.03,6.35,17.4,50.0,67.4
"DOMI, MAX",Arizona,140,1812:52,17,39,27,56,180,254,343,9.44,0.56,1.29,0.89,1.85,5.96,8.41,11.35,22.4,51.3,73.7
"DUBINSKY, BRANDON",Columbus,278,3693:32,37,77,52,114,396,534,706,9.34,0.60,1.25,0.84,1.85,6.43,8.67,11.47,23.4,48.7,72.2
"ARVIDSSON, VIKTOR",Nashville,142,1788:29,25,30,16,55,341,458,568,7.33,0.84,1.01,0.54,1.85,11.44,15.37,19.06,31.2,37.5,68.8
"KOPITAR, ANZE",Los Angeles,318,4591:23,47,94,56,141,444,622,798,10.59,0.61,1.23,0.73,1.84,5.80,8.13,10.43,23.6,47.2,70.9
"GALLAGHER, BRENDAN",Montreal,280,3648:44,48,64,38,112,656,860,1191,7.32,0.79,1.05,0.62,1.84,10.79,14.14,19.58,30.0,40.0,70.0
"TROCHECK, VINCENT",Florida,228,3129:47,44,52,32,96,397,559,700,11.08,0.84,1.00,0.61,1.84,7.61,10.72,13.42,33.3,39.4,72.7
"MACKINNON, NATHAN",Colorado,300,4205:32,44,85,48,129,693,918,1135,6.35,0.63,1.21,0.68,1.84,9.89,13.10,16.19,23.8,45.9,69.7
"SHARP, PATRICK",Dallas,274,3783:56,45,71,42,116,659,885,1140,6.83,0.71,1.13,0.67,1.84,10.45,14.03,18.08,26.6,42.0,68.6
"BONINO, NICK",Pittsburgh,295,3427:33,44,61,40,105,393,504,631,11.20,0.77,1.07,0.70,1.84,6.88,8.82,11.05,31.7,43.9,75.5
"NIEDERREITER, NINO",Minnesota,325,4081:22,56,69,43,125,513,689,866,10.92,0.82,1.01,0.63,1.84,7.54,10.13,12.73,31.1,38.3,69.4
"LEE, ANDERS",NY Islanders,259,3154:05,53,43,25,96,490,647,761,10.82,1.01,0.82,0.48,1.83,9.32,12.31,14.48,36.8,29.9,66.7
"MAROON, PATRICK",Edmonton,286,3396:43,48,55,35,103,404,547,670,11.88,0.85,0.97,0.62,1.82,7.14,9.66,11.84,29.8,34.2,64.0
"LINDBERG, OSCAR",NY Rangers,134,1419:36,18,25,16,43,187,252,311,9.63,0.76,1.06,0.68,1.82,7.90,10.65,13.14,32.7,45.5,78.2
"TATAR, TOMAS",Detroit,318,3963:18,64,56,35,120,512,719,959,12.50,0.97,0.85,0.53,1.82,7.75,10.88,14.52,36.6,32.0,68.6
"FABBRI, ROBBY",St. Louis,123,1488:24,21,24,13,45,173,236,297,12.14,0.85,0.97,0.52,1.81,6.97,9.51,11.97,34.4,39.3,73.8
"NEAL, JAMES",Nashville,278,3970:05,67,53,35,120,664,924,1246,10.09,1.01,0.80,0.53,1.81,10.04,13.96,18.83,36.2,28.6,64.9
"RYAN, BOBBY",Ottawa,291,3811:28,47,68,46,115,515,698,940,9.13,0.74,1.07,0.72,1.81,8.11,10.99,14.80,27.6,40.0,67.6
"WILLIAMS, JUSTIN",Washington,325,4276:07,58,71,31,129,626,841,1044,9.27,0.81,1.00,0.43,1.81,8.78,11.80,14.65,29.4,36.0,65.5
"JOHANSEN, RYAN",Nashville,326,4510:11,53,83,50,136,523,697,872,10.13,0.71,1.10,0.67,1.81,6.96,9.27,11.60,27.9,43.7,71.6
"MARCHESSAULT, JONATHAN",Florida,122,1428:45,24,19,7,43,193,250,314,12.44,1.01,0.80,0.29,1.81,8.11,10.50,13.19,42.1,33.3,75.4
"BOZAK, TYLER",Toronto,275,3857:23,35,81,52,116,305,415,515,11.48,0.54,1.26,0.81,1.80,4.74,6.46,8.01,20.1,46.6,66.7
"STASTNY, PAUL",St. Louis,275,3869:59,44,72,43,116,378,525,624,11.64,0.68,1.12,0.67,1.80,5.86,8.14,9.67,25.6,41.9,67.4
"SOBOTKA, VLADIMIR",St. Louis,62,770:42,9,14,7,23,83,126,171,10.84,0.70,1.09,0.55,1.79,6.46,9.81,13.31,25.0,38.9,63.9
"PARISE, ZACH",Minnesota,280,3930:42,54,63,35,117,615,814,985,8.78,0.82,0.96,0.53,1.79,9.39,12.43,15.04,32.9,38.4,71.3
"SUTTER, BRETT",Minnesota,23,168:41,1,4,4,5,21,30,34,4.76,0.36,1.42,1.42,1.78,7.47,10.67,12.09,16.7,66.7,83.3
"KOIVU, SAKU",Anaheim,65,776:22,8,15,5,23,65,84,105,12.31,0.62,1.16,0.39,1.78,5.02,6.49,8.11,25.0,46.9,71.9
"GALCHENYUK, ALEX",Montreal,288,3683:08,49,60,39,109,424,579,761,11.56,0.80,0.98,0.64,1.78,6.91,9.43,12.40,31.4,38.5,69.9
"ZUCKER, JASON",Minnesota,222,2939:38,50,37,25,87,441,631,743,11.34,1.02,0.76,0.51,1.78,9.00,12.88,15.17,37.9,28.0,65.9
"ZETTERBERG, HENRIK",Detroit,286,4298:17,44,83,58,127,532,716,912,8.27,0.61,1.16,0.81,1.77,7.43,9.99,12.73,23.9,45.1,69.0
"BACKES, DAVID",Boston,307,4243:17,47,78,43,125,523,725,867,8.99,0.66,1.10,0.61,1.77,7.40,10.25,12.26,25.7,42.6,68.3
"HAYDEN, JOHN",Chicago,12,136:03,1,3,3,4,21,26,32,4.76,0.44,1.32,1.32,1.76,9.26,11.47,14.11,16.7,50.0,66.7
"FONTAINE, JUSTIN",Minnesota,197,2116:01,25,37,23,62,215,301,382,11.63,0.71,1.05,0.65,1.76,6.10,8.53,10.83,28.7,42.5,71.3
"HEMSKY, ALES",Dallas,241,2808:00,32,50,26,82,393,493,673,8.14,0.68,1.07,0.56,1.75,8.40,10.53,14.38,27.1,42.4,69.5
"ANISIMOV, ARTEM",Chicago,274,3529:40,47,56,33,103,345,487,669,13.62,0.80,0.95,0.56,1.75,5.86,8.28,11.37,31.3,37.3,68.7
"VORACEK, JAKUB",Philadelphia,319,4389:31,38,90,55,128,551,729,1026,6.90,0.52,1.23,0.75,1.75,7.53,9.96,14.02,22.2,52.6,74.9
"MONAHAN, SEAN",Calgary,319,4358:54,66,61,34,127,510,675,906,12.94,0.91,0.84,0.47,1.75,7.02,9.29,12.47,37.3,34.5,71.8
"HANZAL, MARTIN",Minnesota,237,3124:23,39,52,28,91,400,528,644,9.75,0.75,1.00,0.54,1.75,7.68,10.14,12.37,32.2,43.0,75.2
"DZIURZYNSKI, DAVE",Ottawa,14,137:23,1,3,1,4,13,18,20,7.69,0.44,1.31,0.44,1.75,5.68,7.86,8.73,25.0,75.0,100.0
"FOLIGNO, NICK",Columbus,300,4156:15,57,64,32,121,478,619,751,11.92,0.82,0.92,0.46,1.75,6.90,8.94,10.84,32.0,36.0,68.0
"ZIBANEJAD, MIKA",NY Rangers,286,3537:57,48,55,30,103,422,615,754,11.37,0.81,0.93,0.51,1.75,7.16,10.43,12.79,31.4,35.9,67.3
"LUCIC, MILAN",Edmonton,324,4568:41,57,76,50,133,458,689,895,12.45,0.75,1.00,0.66,1.75,6.01,9.05,11.75,27.0,36.0,63.0
"HOSSA, MARIAN",Chicago,291,3883:51,48,65,37,113,626,782,1086,7.67,0.74,1.00,0.57,1.75,9.67,12.08,16.78,29.8,40.4,70.2
"STROME, RYAN",NY Islanders,258,3137:03,33,58,39,91,399,518,646,8.27,0.63,1.11,0.75,1.74,7.63,9.91,12.36,23.2,40.8,64.1
"CULLEN, MATT",Pittsburgh,293,3281:58,37,58,33,95,353,467,593,10.48,0.68,1.06,0.60,1.74,6.45,8.54,10.84,26.8,42.0,68.8
"TURRIS, KYLE",Ottawa,299,4250:56,53,70,48,123,522,701,942,10.15,0.75,0.99,0.68,1.74,7.37,9.89,13.30,29.3,38.7,68.0
"BRODZINSKI, JONNY",Los Angeles,6,69:11,0,2,1,2,14,19,26,0.00,0.00,1.73,0.87,1.73,12.14,16.48,22.55,0.0,66.7,66.7
"HANLEY, JOEL",Montreal,17,207:46,0,6,3,6,14,19,21,0.00,0.00,1.73,0.87,1.73,4.04,5.49,6.06,0.0,66.7,66.7
"JOKINEN, JUSSI",Florida,312,3881:17,34,78,45,112,419,538,687,8.11,0.53,1.21,0.70,1.73,6.48,8.32,10.62,20.2,46.4,66.7
"HAGELIN, CARL",Pittsburgh,295,3811:58,43,67,35,110,552,744,938,7.79,0.68,1.05,0.55,1.73,8.69,11.71,14.76,25.3,39.4,64.7
"ANDRIGHETTO, SVEN",Colorado,102,1214:02,12,23,13,35,127,173,236,9.45,0.59,1.14,0.64,1.73,6.28,8.55,11.66,24.0,46.0,70.0
"ANDERSON, JOSH",Columbus,96,1110:35,17,15,7,32,138,187,232,12.32,0.92,0.81,0.38,1.73,7.46,10.10,12.53,35.4,31.2,66.7
"DATSYUK, PAVEL",Detroit,174,2604:42,28,47,26,75,305,424,559,9.18,0.65,1.08,0.60,1.73,7.03,9.77,12.88,26.4,44.3,70.8
"PALMIERI, KYLE",New Jersey,290,3546:03,51,51,22,102,439,623,799,11.62,0.86,0.86,0.37,1.73,7.43,10.54,13.52,36.4,36.4,72.9
"CAMMALLERI, MIKE",New Jersey,234,3373:11,50,47,33,97,403,513,653,12.41,0.89,0.84,0.59,1.73,7.17,9.12,11.62,37.9,35.6,73.5
"BAILEY, JOSH",NY Islanders,310,4245:44,33,89,56,122,413,559,771,7.99,0.47,1.26,0.79,1.72,5.84,7.90,10.90,17.6,47.6,65.2
"SEDIN, HENRIK",Vancouver,307,4361:07,29,96,49,125,286,371,460,10.14,0.40,1.32,0.67,1.72,3.93,5.10,6.33,17.9,59.3,77.2
"HERTL, TOMAS",San Jose,249,3284:01,44,50,25,94,451,619,827,9.76,0.80,0.91,0.46,1.72,8.24,11.31,15.11,31.4,35.7,67.1
"KASSIAN, ZACK",Edmonton,230,2657:24,33,43,24,76,281,365,466,11.74,0.75,0.97,0.54,1.72,6.34,8.24,10.52,30.8,40.2,71.0
"DIETZ, DARREN",Montreal,13,174:50,1,4,2,5,13,18,24,7.69,0.34,1.37,0.69,1.72,4.46,6.18,8.24,11.1,44.4,55.6
