name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"FILATOV, NIKITA",Columbus,8,53:30,4,0,0,4,8,8,10,50.00,4.49,0.00,0.00,4.49,8.97,8.97,11.21,80.0,0.0,80.0
"FORSBERG, PETER",Colorado,9,131:18,1,8,4,9,14,16,19,7.14,0.46,3.66,1.83,4.11,6.40,7.31,8.68,11.1,88.9,100.0
"LEINO, VILLE",Detroit,13,144:35,5,4,2,9,15,21,32,33.33,2.07,1.66,0.83,3.73,6.22,8.71,13.28,35.7,28.6,64.3
"CROSBY, SIDNEY",Pittsburgh,130,1839:40,37,55,39,92,265,355,427,13.96,1.21,1.79,1.27,3.00,8.64,11.58,13.93,35.9,53.4,89.3
"PELECH, MATT",Calgary,5,61:11,0,3,0,3,3,5,10,0.00,0.00,2.94,0.00,2.94,2.94,4.90,9.81,0.0,75.0,75.0
"RADULOV, ALEXANDER",Nashville,81,1022:13,20,29,19,49,137,174,212,14.60,1.17,1.70,1.12,2.88,8.04,10.21,12.44,32.8,47.5,80.3
"MALKIN, EVGENI",Pittsburgh,164,2368:37,37,75,51,112,308,411,530,12.01,0.94,1.90,1.29,2.84,7.80,10.41,13.43,27.4,55.6,83.0
"DATSYUK, PAVEL",Detroit,162,2214:07,33,65,43,98,335,457,580,9.85,0.89,1.76,1.17,2.66,9.08,12.38,15.72,23.1,45.5,68.5
"LEWIS, TREVOR",Los Angeles,6,67:48,1,2,0,3,10,15,16,10.00,0.89,1.77,0.00,2.65,8.85,13.27,14.16,33.3,66.7,100.0
"OVECHKIN, ALEX",Washington,160,2525:20,61,50,37,111,593,862,1193,10.29,1.45,1.19,0.88,2.64,14.09,20.48,28.34,42.4,34.7,77.1
"GABORIK, MARIAN",Minnesota,93,1298:21,29,28,21,57,210,275,332,13.81,1.34,1.29,0.97,2.63,9.70,12.71,15.34,40.8,39.4,80.3
"ARNOTT, JASON",Nashville,144,1925:18,37,47,21,84,279,393,478,13.26,1.15,1.46,0.65,2.62,8.69,12.25,14.90,31.9,40.5,72.4
"DUMONT, J.P.",Nashville,162,2170:18,31,62,39,93,266,386,474,11.65,0.86,1.71,1.08,2.57,7.35,10.67,13.10,25.4,50.8,76.2
